Project,Precision,Recall,Auc_Score,Accuracy,Fmeasure,GMean
ant-1.7.csv,0.6928104575163399,0.6385542168674698,0.8507085336163307,0.8563758389261745,0.6645768025078369,0.6651293401564389
arc.csv,0.40540540540540543,0.5555555555555556,0.769189479334407,0.8547008547008547,0.46875,0.4745789978762495
camel-1.6.csv,0.5968992248062015,0.4095744680851064,0.7619595279169747,0.8310880829015544,0.4858044164037855,0.49444381126717757
e-learning.csv,0.4,0.8,0.8677966101694916,0.890625,0.5333333333333333,0.5656854249492381
intercafe.csv,0.5,0.75,0.9021739130434783,0.8518518518518519,0.6,0.6123724356957945
ivy-2.0.csv,0.5641025641025641,0.55,0.8405448717948718,0.9005681818181818,0.5569620253164557,0.5570066518960166
jedit-4.3.csv,0.1,0.45454545454545453,0.836987336987337,0.8963414634146342,0.16393442622950818,0.21320071635561044
kalkulator.csv,0.6,0.5,0.8492063492063492,0.8148148148148148,0.5454545454545454,0.5477225575051661
log4j-1.2.csv,0.9701492537313433,0.6878306878306878,0.7367724867724867,0.6926829268292682,0.804953560371517,0.8168833628446954
lucene-2.4.csv,0.8743455497382199,0.8226600985221675,0.8626802344396103,0.8235294117647058,0.8477157360406091,0.8481091887782273
nieruchomosci.csv,0.7272727272727273,0.8,0.9235294117647059,0.8148148148148148,0.761904761904762,0.7627700713964739
pbeans2.csv,0.6666666666666666,0.6,0.6794871794871795,0.8571428571428571,0.631578947368421,0.6324555320336759
pdftranslator.csv,0.9333333333333333,0.9333333333333333,0.9925925925925926,0.9393939393939394,0.9333333333333333,0.9333333333333333
poi-2.5.csv,0.915929203539823,0.8346774193548387,0.9083176359783377,0.8441558441558441,0.8734177215189874,0.8743600081901919
prop-6.csv,0.26732673267326734,0.4090909090909091,0.7225410672380369,0.8287878787878787,0.32335329341317365,0.3306976505716504
redaktor.csv,0.34285714285714286,0.4444444444444444,0.749440715883669,0.7840909090909091,0.3870967741935484,0.39036002917941326
serapion.csv,0.6,0.6666666666666666,0.8919753086419753,0.8444444444444444,0.631578947368421,0.6324555320336759
skarbonka.csv,0.5454545454545454,0.6666666666666666,0.8333333333333333,0.8222222222222222,0.6,0.6030226891555273
sklebagd.csv,0.7857142857142857,0.9166666666666666,0.90625,0.8,0.8461538461538461,0.8486684247915055
synapse-1.2.csv,0.7228915662650602,0.6976744186046512,0.839671682626539,0.80859375,0.7100591715976331,0.7101710731986918
systemdata.csv,0.375,0.3333333333333333,0.7361111111111112,0.8307692307692308,0.35294117647058826,0.3535533905932738
szybkafucha.csv,0.7857142857142857,0.7857142857142857,0.8571428571428572,0.76,0.7857142857142857,0.7857142857142857
termoproject.csv,0.7857142857142857,0.8461538461538461,0.9283819628647215,0.8809523809523809,0.8148148148148148,0.8153742483272113
tomcat.csv,0.36220472440944884,0.5974025974025974,0.8143239602906697,0.8694638694638694,0.45098039215686275,0.4651688329560534
velocity-1.6.csv,0.7246376811594203,0.6410256410256411,0.8276447614195959,0.7947598253275109,0.6802721088435374,0.6815506834246089
workflow.csv,0.5,0.4,0.49868421052631584,0.48717948717948717,0.4444444444444445,0.4472135954999579
wspomaganiepi.csv,0.9230769230769231,1.0,0.9305555555555556,0.9444444444444444,0.9600000000000001,0.9607689228305228
xalan-2.7.csv,0.9965792474344356,0.9732739420935412,0.9440676250253088,0.9702970297029703,0.9847887323943662,0.9848576611668957
xerces-1.4.csv,0.955607476635514,0.9359267734553776,0.9324260839256217,0.9200680272108843,0.9456647398843931,0.9457159310793658
zuzel.csv,0.8571428571428571,0.9230769230769231,0.9134615384615385,0.896551724137931,0.888888888888889,0.8894991799933214
